address,label
"607, Park Street, Chennai, Delhi 617324",1
No city no state,0
"500, Sector 15, Delhi, Maharashtra 373411",1
No city no state,0
"329, Sector 15, Chennai, Telangana 114830",1
Mumbai 4000AB,0
"701, Nehru Street, Bangalore, Telangana 690668",1
!!! ??? ###,0
"426, Park Street, Delhi, Maharashtra 274358",1
No city no state,0
"539, MG Road, Hyderabad, Delhi 902327",1
123 random text,0
"40, MG Road, Chennai, Tamil Nadu 860335",1
No city no state,0
"747, Park Street, Chennai, Delhi 684949",1
!!! ??? ###,0
"337, Sector 15, Delhi, Karnataka 375179",1
123 random text,0
"80, Sector 15, Delhi, Telangana 263137",1
asdfgh jkl,0
"16, Nehru Street, Delhi, Delhi 281201",1
Pune 4563,0
"138, Nehru Street, Bangalore, Telangana 697812",1
!!! ??? ###,0
"425, MG Road, Hyderabad, Karnataka 834845",1
Mumbai 4000AB,0
"763, MG Road, Pune, Telangana 630501",1
Hyderabad 1144,0
"312, Sector 15, Bangalore, Telangana 470667",1
No city no state,0
"993, Nehru Street, Bangalore, Telangana 631876",1
asdfgh jkl,0
"893, MG Road, Pune, Maharashtra 489736",1
Delhi 8766,0
"18, Nehru Street, Bangalore, Delhi 174117",1
Delhi 3663,0
"288, Nehru Street, Mumbai, Telangana 234040",1
Mumbai 4000AB,0
"179, Nehru Street, Mumbai, Telangana 291395",1
!!! ??? ###,0
"179, Sector 15, Pune, Maharashtra 856827",1
123 random text,0
"518, Sector 15, Pune, Tamil Nadu 933239",1
No city no state,0
"691, Sector 15, Delhi, Delhi 918580",1
asdfgh jkl,0
"576, Park Street, Mumbai, Tamil Nadu 857861",1
No city no state,0
"599, Sector 15, Hyderabad, Delhi 153851",1
Hyderabad 2405,0
"928, MG Road, Chennai, Maharashtra 250227",1
!!! ??? ###,0
"619, Gandhi Nagar, Chennai, Delhi 996058",1
Bangalore 8349,0
"592, Sector 15, Mumbai, Tamil Nadu 227954",1
123 random text,0
"763, Sector 15, Hyderabad, Telangana 420002",1
Mumbai 4000AB,0
"340, Nehru Street, Hyderabad, Tamil Nadu 344630",1
No city no state,0
"827, Nehru Street, Chennai, Telangana 566516",1
Mumbai 4000AB,0
"792, Nehru Street, Delhi, Tamil Nadu 300504",1
Mumbai 5917,0
"129, Nehru Street, Chennai, Tamil Nadu 603764",1
123 random text,0
"979, Sector 15, Delhi, Telangana 271771",1
asdfgh jkl,0
"89, Sector 15, Pune, Karnataka 177241",1
No city no state,0
"630, Gandhi Nagar, Delhi, Maharashtra 124047",1
No city no state,0
"620, Sector 15, Chennai, Maharashtra 570885",1
123 random text,0
"694, Nehru Street, Mumbai, Karnataka 670821",1
asdfgh jkl,0
"130, Gandhi Nagar, Mumbai, Tamil Nadu 517207",1
123 random text,0
"995, Gandhi Nagar, Mumbai, Delhi 979370",1
asdfgh jkl,0
"100, Sector 15, Mumbai, Tamil Nadu 508794",1
Hyderabad 5614,0
"525, Nehru Street, Delhi, Delhi 452244",1
123 random text,0
"838, Nehru Street, Pune, Tamil Nadu 211638",1
No city no state,0
"276, MG Road, Bangalore, Karnataka 228068",1
Mumbai 4000AB,0
"331, Park Street, Pune, Maharashtra 274139",1
123 random text,0
"298, Gandhi Nagar, Pune, Tamil Nadu 467826",1
Mumbai 4000AB,0
"488, Gandhi Nagar, Mumbai, Telangana 536366",1
!!! ??? ###,0
"478, Gandhi Nagar, Chennai, Delhi 214581",1
123 random text,0
"441, MG Road, Bangalore, Karnataka 917596",1
Chennai 9576,0
"664, Park Street, Hyderabad, Tamil Nadu 920663",1
asdfgh jkl,0
"159, MG Road, Pune, Delhi 982481",1
!!! ??? ###,0
"690, Gandhi Nagar, Chennai, Delhi 329142",1
asdfgh jkl,0
"519, Park Street, Bangalore, Maharashtra 273451",1
!!! ??? ###,0
"117, Park Street, Mumbai, Delhi 816401",1
!!! ??? ###,0
"302, Sector 15, Hyderabad, Karnataka 980606",1
Mumbai 4000AB,0
"169, Sector 15, Hyderabad, Tamil Nadu 134266",1
asdfgh jkl,0
"444, Sector 15, Chennai, Telangana 239349",1
Bangalore 3132,0
"297, MG Road, Hyderabad, Telangana 686511",1
123 random text,0
"405, Gandhi Nagar, Pune, Delhi 394195",1
No city no state,0
"856, Gandhi Nagar, Delhi, Tamil Nadu 944961",1
Mumbai 4000AB,0
"123, Park Street, Chennai, Telangana 838072",1
Mumbai 4000AB,0
"481, Nehru Street, Mumbai, Maharashtra 402849",1
asdfgh jkl,0
"578, Park Street, Chennai, Telangana 131885",1
Mumbai 4000AB,0
"975, Gandhi Nagar, Hyderabad, Karnataka 840776",1
asdfgh jkl,0
"541, Gandhi Nagar, Hyderabad, Delhi 550958",1
asdfgh jkl,0
"176, Nehru Street, Hyderabad, Telangana 447100",1
!!! ??? ###,0
"866, Gandhi Nagar, Hyderabad, Karnataka 357680",1
No city no state,0
"355, Nehru Street, Pune, Tamil Nadu 321293",1
!!! ??? ###,0
"556, MG Road, Chennai, Telangana 103939",1
!!! ??? ###,0
"407, Nehru Street, Pune, Maharashtra 523981",1
!!! ??? ###,0
"422, MG Road, Chennai, Karnataka 782760",1
asdfgh jkl,0
"728, Park Street, Bangalore, Karnataka 528747",1
No city no state,0
"793, Gandhi Nagar, Bangalore, Tamil Nadu 981056",1
Mumbai 4000AB,0
"886, Gandhi Nagar, Pune, Tamil Nadu 989717",1
!!! ??? ###,0
"3, Sector 15, Mumbai, Tamil Nadu 357858",1
!!! ??? ###,0
"470, Nehru Street, Mumbai, Karnataka 663001",1
No city no state,0
"711, Nehru Street, Bangalore, Maharashtra 569541",1
Mumbai 4000AB,0
"257, Gandhi Nagar, Hyderabad, Tamil Nadu 152668",1
Delhi 6028,0
"457, Gandhi Nagar, Pune, Tamil Nadu 472665",1
123 random text,0
"299, Park Street, Bangalore, Maharashtra 819704",1
!!! ??? ###,0
"448, Nehru Street, Pune, Karnataka 535558",1
!!! ??? ###,0
"649, MG Road, Hyderabad, Tamil Nadu 167885",1
!!! ??? ###,0
"800, Gandhi Nagar, Delhi, Karnataka 894775",1
No city no state,0
"702, Nehru Street, Mumbai, Telangana 808717",1
!!! ??? ###,0
"83, Sector 15, Mumbai, Tamil Nadu 520914",1
123 random text,0
"262, Park Street, Delhi, Karnataka 775659",1
asdfgh jkl,0
"403, Park Street, Delhi, Telangana 881667",1
Mumbai 4000AB,0
"62, Sector 15, Pune, Tamil Nadu 167447",1
!!! ??? ###,0
"216, Nehru Street, Pune, Tamil Nadu 542323",1
asdfgh jkl,0
"228, Gandhi Nagar, Chennai, Delhi 209588",1
Pune 4468,0
"645, Gandhi Nagar, Chennai, Telangana 219362",1
!!! ??? ###,0
"208, Nehru Street, Mumbai, Telangana 942451",1
asdfgh jkl,0
"986, Nehru Street, Delhi, Tamil Nadu 436136",1
asdfgh jkl,0
"589, Sector 15, Delhi, Tamil Nadu 797367",1
Mumbai 4000AB,0
"498, Gandhi Nagar, Delhi, Maharashtra 741318",1
Mumbai 4000AB,0
"30, Nehru Street, Bangalore, Tamil Nadu 542582",1
123 random text,0
"326, Sector 15, Mumbai, Telangana 733229",1
Mumbai 4000AB,0
"915, MG Road, Pune, Maharashtra 113665",1
Bangalore 8182,0
"902, Nehru Street, Delhi, Telangana 182611",1
!!! ??? ###,0
"250, Sector 15, Pune, Telangana 764376",1
!!! ??? ###,0
"98, Park Street, Hyderabad, Maharashtra 627183",1
No city no state,0
"862, Park Street, Chennai, Delhi 327420",1
Mumbai 4000AB,0
"558, Sector 15, Mumbai, Maharashtra 410970",1
No city no state,0
"24, Nehru Street, Pune, Maharashtra 481165",1
123 random text,0
"41, Gandhi Nagar, Hyderabad, Delhi 727570",1
asdfgh jkl,0
"896, Park Street, Hyderabad, Tamil Nadu 640782",1
No city no state,0
"434, Nehru Street, Chennai, Telangana 381698",1
asdfgh jkl,0
"675, Nehru Street, Chennai, Tamil Nadu 777450",1
asdfgh jkl,0
"226, Nehru Street, Mumbai, Telangana 415315",1
!!! ??? ###,0
"338, Sector 15, Pune, Telangana 920691",1
asdfgh jkl,0
"820, Gandhi Nagar, Delhi, Karnataka 512255",1
123 random text,0
"774, Gandhi Nagar, Hyderabad, Tamil Nadu 953692",1
!!! ??? ###,0
"272, Gandhi Nagar, Chennai, Karnataka 356240",1
asdfgh jkl,0
"185, Park Street, Delhi, Delhi 565654",1
!!! ??? ###,0
"452, Sector 15, Delhi, Tamil Nadu 688540",1
Delhi 4632,0
"559, MG Road, Mumbai, Karnataka 799556",1
Mumbai 4000AB,0
"438, Gandhi Nagar, Delhi, Tamil Nadu 242519",1
123 random text,0
"537, Gandhi Nagar, Hyderabad, Karnataka 506940",1
No city no state,0
"840, MG Road, Chennai, Maharashtra 458790",1
Mumbai 2977,0
"904, Nehru Street, Bangalore, Maharashtra 205650",1
123 random text,0
"639, Gandhi Nagar, Delhi, Karnataka 252431",1
123 random text,0
"627, Gandhi Nagar, Mumbai, Karnataka 320491",1
Chennai 2598,0
"993, Nehru Street, Delhi, Tamil Nadu 706107",1
123 random text,0
"700, Nehru Street, Bangalore, Maharashtra 952636",1
No city no state,0
"867, Nehru Street, Hyderabad, Maharashtra 214712",1
Mumbai 4000AB,0
"260, Nehru Street, Bangalore, Delhi 836756",1
!!! ??? ###,0
"772, MG Road, Bangalore, Maharashtra 875100",1
!!! ??? ###,0
"353, Sector 15, Mumbai, Maharashtra 716146",1
123 random text,0
"677, Nehru Street, Hyderabad, Tamil Nadu 730609",1
Mumbai 4000AB,0
"489, MG Road, Pune, Telangana 475805",1
123 random text,0
"367, MG Road, Hyderabad, Karnataka 684762",1
No city no state,0
"792, MG Road, Mumbai, Karnataka 815696",1
Mumbai 4000AB,0
"923, Gandhi Nagar, Mumbai, Telangana 101468",1
asdfgh jkl,0
"979, Sector 15, Pune, Maharashtra 669305",1
asdfgh jkl,0
"579, Gandhi Nagar, Delhi, Karnataka 573733",1
asdfgh jkl,0
"826, MG Road, Pune, Karnataka 505578",1
No city no state,0
"860, MG Road, Delhi, Tamil Nadu 637161",1
!!! ??? ###,0
"427, Gandhi Nagar, Mumbai, Maharashtra 617272",1
!!! ??? ###,0
"731, Nehru Street, Chennai, Telangana 927106",1
asdfgh jkl,0
"254, Gandhi Nagar, Chennai, Delhi 883164",1
Delhi 7707,0
"317, Sector 15, Delhi, Tamil Nadu 470712",1
Hyderabad 3240,0
"983, Gandhi Nagar, Mumbai, Maharashtra 202556",1
Mumbai 4000AB,0
"859, Sector 15, Delhi, Maharashtra 477205",1
Mumbai 4000AB,0
"712, MG Road, Bangalore, Tamil Nadu 831588",1
!!! ??? ###,0
"412, Sector 15, Bangalore, Tamil Nadu 669135",1
asdfgh jkl,0
"819, MG Road, Delhi, Telangana 881791",1
Mumbai 4000AB,0
"627, Gandhi Nagar, Mumbai, Maharashtra 571073",1
No city no state,0
"29, Gandhi Nagar, Bangalore, Telangana 286794",1
Mumbai 4000AB,0
"961, Nehru Street, Mumbai, Telangana 164893",1
123 random text,0
"953, Park Street, Chennai, Karnataka 205999",1
!!! ??? ###,0
"873, MG Road, Bangalore, Delhi 325533",1
Delhi 3934,0
"513, Gandhi Nagar, Mumbai, Karnataka 505774",1
asdfgh jkl,0
"814, Nehru Street, Delhi, Telangana 401575",1
No city no state,0
"25, Sector 15, Chennai, Karnataka 883892",1
asdfgh jkl,0
"376, Park Street, Chennai, Delhi 196972",1
Mumbai 1850,0
"446, MG Road, Pune, Maharashtra 444034",1
asdfgh jkl,0
"199, Sector 15, Delhi, Telangana 558213",1
123 random text,0
"722, Park Street, Bangalore, Maharashtra 737048",1
asdfgh jkl,0
"363, MG Road, Hyderabad, Tamil Nadu 244133",1
Mumbai 2743,0
"360, Park Street, Hyderabad, Telangana 495598",1
No city no state,0
"809, Park Street, Delhi, Maharashtra 301216",1
No city no state,0
"164, MG Road, Pune, Tamil Nadu 977498",1
!!! ??? ###,0
"123, Sector 15, Pune, Maharashtra 234310",1
Delhi 3785,0
"556, MG Road, Pune, Delhi 799229",1
Mumbai 4000AB,0
"206, Nehru Street, Hyderabad, Telangana 803157",1
!!! ??? ###,0
"688, MG Road, Bangalore, Telangana 514212",1
Mumbai 4000AB,0
"762, Gandhi Nagar, Bangalore, Delhi 827521",1
Bangalore 2810,0
"531, Gandhi Nagar, Hyderabad, Karnataka 320823",1
Mumbai 1625,0
"172, Nehru Street, Delhi, Maharashtra 503427",1
Mumbai 4000AB,0
"893, Nehru Street, Mumbai, Delhi 210671",1
!!! ??? ###,0
"862, Gandhi Nagar, Mumbai, Telangana 813861",1
No city no state,0
"119, Sector 15, Pune, Maharashtra 111338",1
123 random text,0
"292, Sector 15, Delhi, Delhi 789893",1
Mumbai 4000AB,0
"44, Gandhi Nagar, Hyderabad, Delhi 422742",1
Mumbai 8441,0
"60, Gandhi Nagar, Hyderabad, Karnataka 935826",1
Chennai 9762,0
"85, Sector 15, Delhi, Karnataka 277210",1
123 random text,0
"198, MG Road, Hyderabad, Tamil Nadu 969650",1
No city no state,0
"21, Sector 15, Pune, Tamil Nadu 662820",1
asdfgh jkl,0
"746, Nehru Street, Pune, Telangana 879551",1
No city no state,0
"332, Gandhi Nagar, Pune, Tamil Nadu 777799",1
Mumbai 4000AB,0
"849, Gandhi Nagar, Pune, Delhi 814012",1
No city no state,0
"422, Sector 15, Hyderabad, Karnataka 166922",1
Mumbai 4000AB,0
"328, Sector 15, Bangalore, Telangana 571313",1
Delhi 4182,0
"928, MG Road, Pune, Maharashtra 952968",1
!!! ??? ###,0
"587, MG Road, Chennai, Tamil Nadu 633092",1
Mumbai 4000AB,0
"511, Park Street, Chennai, Maharashtra 258413",1
Mumbai 3868,0
"541, Nehru Street, Bangalore, Tamil Nadu 774625",1
asdfgh jkl,0
"735, Nehru Street, Bangalore, Tamil Nadu 648286",1
No city no state,0
"372, Park Street, Pune, Delhi 970150",1
Mumbai 4000AB,0
"206, Gandhi Nagar, Pune, Karnataka 691292",1
asdfgh jkl,0
"545, MG Road, Pune, Delhi 537092",1
No city no state,0
"236, MG Road, Chennai, Maharashtra 265779",1
asdfgh jkl,0
"890, Nehru Street, Chennai, Telangana 719942",1
Hyderabad 5256,0
"359, Park Street, Mumbai, Telangana 802063",1
Mumbai 3216,0
"432, Nehru Street, Pune, Telangana 740680",1
asdfgh jkl,0
"526, Gandhi Nagar, Chennai, Maharashtra 330293",1
asdfgh jkl,0
"367, Sector 15, Pune, Telangana 539375",1
asdfgh jkl,0
"418, Nehru Street, Bangalore, Telangana 398235",1
123 random text,0
"589, Sector 15, Pune, Delhi 450368",1
123 random text,0
"128, Sector 15, Hyderabad, Maharashtra 788656",1
asdfgh jkl,0
"716, Park Street, Chennai, Karnataka 651764",1
123 random text,0
"967, Park Street, Mumbai, Tamil Nadu 300262",1
!!! ??? ###,0
"96, MG Road, Pune, Telangana 591841",1
asdfgh jkl,0
"228, MG Road, Hyderabad, Delhi 588914",1
123 random text,0
"758, Nehru Street, Chennai, Telangana 230355",1
123 random text,0
"83, MG Road, Bangalore, Karnataka 524051",1
Mumbai 4000AB,0
"661, MG Road, Delhi, Telangana 649381",1
asdfgh jkl,0
"375, Sector 15, Hyderabad, Maharashtra 789824",1
Hyderabad 3109,0
"344, Gandhi Nagar, Chennai, Telangana 432657",1
Mumbai 4000AB,0
"154, Nehru Street, Chennai, Telangana 825168",1
123 random text,0
"33, Nehru Street, Hyderabad, Telangana 593728",1
No city no state,0
"693, MG Road, Bangalore, Maharashtra 524316",1
Mumbai 2708,0
"354, Gandhi Nagar, Bangalore, Maharashtra 717284",1
asdfgh jkl,0
"272, MG Road, Chennai, Telangana 756063",1
123 random text,0
"270, Sector 15, Pune, Karnataka 247917",1
No city no state,0
"295, Nehru Street, Mumbai, Maharashtra 394519",1
!!! ??? ###,0
"306, MG Road, Delhi, Delhi 384393",1
!!! ??? ###,0
"822, Park Street, Mumbai, Tamil Nadu 292806",1
Chennai 5577,0
"21, Gandhi Nagar, Delhi, Tamil Nadu 530732",1
asdfgh jkl,0
"81, Gandhi Nagar, Mumbai, Delhi 439685",1
Mumbai 3716,0
"953, Gandhi Nagar, Bangalore, Maharashtra 271600",1
Mumbai 4000AB,0
"173, Park Street, Bangalore, Karnataka 577936",1
Mumbai 4000AB,0
"679, MG Road, Chennai, Karnataka 706713",1
Mumbai 4000AB,0
"913, Sector 15, Hyderabad, Telangana 353740",1
No city no state,0
"159, Sector 15, Pune, Delhi 250351",1
asdfgh jkl,0
"189, Nehru Street, Bangalore, Karnataka 917373",1
No city no state,0
"117, Nehru Street, Delhi, Delhi 305283",1
Bangalore 8859,0
"728, Gandhi Nagar, Hyderabad, Telangana 428561",1
asdfgh jkl,0
"657, Nehru Street, Hyderabad, Maharashtra 661235",1
No city no state,0
"60, Gandhi Nagar, Delhi, Telangana 865687",1
No city no state,0
"736, Park Street, Mumbai, Telangana 935258",1
No city no state,0
"442, Park Street, Hyderabad, Karnataka 976504",1
Hyderabad 8555,0
"520, Gandhi Nagar, Mumbai, Karnataka 768285",1
!!! ??? ###,0
"496, Nehru Street, Bangalore, Telangana 411722",1
asdfgh jkl,0
"820, MG Road, Mumbai, Maharashtra 389339",1
123 random text,0
"611, Park Street, Mumbai, Delhi 561646",1
asdfgh jkl,0
"671, Sector 15, Hyderabad, Telangana 683283",1
No city no state,0
"716, Sector 15, Bangalore, Delhi 145108",1
Pune 2520,0
"989, Sector 15, Chennai, Telangana 343439",1
Mumbai 4000AB,0
"467, Nehru Street, Bangalore, Telangana 540339",1
Hyderabad 3337,0
"378, Gandhi Nagar, Pune, Maharashtra 390368",1
Mumbai 4000AB,0
"464, Sector 15, Mumbai, Karnataka 115792",1
!!! ??? ###,0
"602, MG Road, Chennai, Telangana 159677",1
asdfgh jkl,0
"705, Sector 15, Pune, Karnataka 842589",1
No city no state,0
"499, MG Road, Chennai, Telangana 176100",1
Bangalore 8246,0
"956, Gandhi Nagar, Hyderabad, Maharashtra 764458",1
!!! ??? ###,0
"649, Sector 15, Delhi, Maharashtra 713347",1
No city no state,0
"650, Park Street, Chennai, Maharashtra 431992",1
Mumbai 4000AB,0
"132, Gandhi Nagar, Hyderabad, Karnataka 151298",1
Bangalore 9894,0
"703, Gandhi Nagar, Delhi, Karnataka 257909",1
No city no state,0
"150, Nehru Street, Hyderabad, Telangana 654488",1
123 random text,0
"52, Park Street, Pune, Karnataka 696098",1
Mumbai 4000AB,0
